MaCk,EPS,PE,PB,ROA,ROE,TangTruongDoanhThuThuan,TangTruongLoiNhuanGop,TangTruongTongTaiSan
STH,61.0,103.52,0.62,5.556.375.068.276.170,59.608.600.009.538.400,6.22,-24.27,0.89
STK,476.0,51.53,1.36,118.861.518.198.261,26.213.300.968.473.200,-15.07,-16.06,29.08
STL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
STP,769.0,13.14,0.57,3.498.247.757.076.560,436.920.181.191.377,-8.57,-3.94,-2.71
STS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
STSC,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
STT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
STU,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
STV,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
STW,2586.0,12.68,1.91,13.350.189.007.388.400,1.503.335.735.708.960,4.33,01.05,12.48
SUM,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SVC,1113.0,18.16,0.57,20.697.604.521.564.900,7.913.565.309.457.910,19.74,23.53,24.97
SVD,492.0,6.7,0.35,3.840.754.920.897.950,5.234.034.207.908.710,49.34,54.76,-11.19
SVG,4.0,1263.24,0.47,2.914.214.717.090.880,3.755.991.665.654.470,0.55,-12.29,-6.53
SVH,1998.0,3.0,0.4,58.328.715.260.430.000,13.409.941.000.937.300,6.29,9.91,24.59
SVI,5918.0,10.14,0.88,5.609.837.010.857.460,870.509.666.834.132,0.03,-16.24,10.56
SVN,22.0,154.34,0.32,20.057.332.033.560.700,20.846.039.971.412.800,6.62,-33.43,-1.18
SVT,1593.0,7.75,0.91,11.654.114.271.504.000,11.718.854.665.802.800,-96.16,-39.36,0.64
SWC,4004.0,6.87,0.97,12.407.568.299.219.500,1.420.201.365.180.440,39.71,28.36,11.32
SZB,6555.0,06.06,1.76,12.461.301.713.494.300,28.977.927.087.079.200,37.7,72.09,6.11
SZE,1019.0,11.68,0.99,4.950.571.551.512.500,8.456.900.199.367.740,-6.92,05.08,-1.42
SZG,3411.0,10.03,02.06,4.778.333.762.690.260,20.577.688.538.593.800,3.42,1.63,6.21
SZL,3824.0,11.06,1.83,55.449.100.247.777.400,16.557.155.993.668.800,10.68,6.14,-1.55
T12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TA3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TA6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TA9,2182.0,5.68,0.93,1.387.345.017.853.380,1.642.016.759.575.370,21.51,21.96,-12.29
TAB,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TAC,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TAG,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TAL,2213.0,9.17,1.43,7.260.382.572.508.010,1.608.613.938.052.650,-47.97,-53.59,-5.97
TAN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TAP,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TAR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TAS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TAW,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TB8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TBC,2804.0,14.98,1.95,15.042.665.066.369.500,1.675.077.778.856.470,25.0,27.54,-1.05
TBD,4449.0,21.62,5.1,7.616.805.120.396.340,22.885.797.091.731.800,23.68,41.71,27.55
TBH,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TBN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TBR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TBT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TBW,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TBX,67.0,330.61,1.67,4.192.857.746.357.490,5.038.654.808.516.550,-2.39,8.45,01.08
TCB,4116.0,5.99,1.18,2.223.144.284.616.220,14.708.773.655.706.400,0.0,0.0,15.22
TCD,228.0,20.33,0.4,12.026.741.652.499.700,28.804.738.245.991.000,-35.01,-27.12,0.92
TCH,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TCI,527.0,16.89,0.82,26.461.517.423.295.200,4.689.358.043.237.280,35.29,45.86,17.64
TCJ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TCK,1642.0,2.25,-2.18,4.343.427.356.702.650,0.0,-3.08,66.56,-3.86
TCL,4733.0,7.43,1.64,1.288.575.089.338.700,22.076.605.842.503.300,6.63,4.79,17.84
TCM,2824.0,16.94,2.15,713.815.105.671.192,12.240.360.518.756.100,14.61,23.66,18.79
TCO,1039.0,13.1,1.27,10.565.028.357.055.900,6.123.353.575.907.660,15253.92,1520.81,67.12
TCR,-1346.0,-2.56,0.43,-6.193.448.486.632.940,-16.767.237.170.763.700,1.86,-46.54,6.75
TCT,901.0,18.64,0.64,3.360.693.836.851.470,3.427.345.615.407.180,-37.12,-114.72,-5.15
TCW,4822.0,6.49,1.68,1.566.602.266.665.920,27.527.057.225.691.600,14.05,14.27,06.06
TDA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TDB,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TDC,4186.0,2.75,0.95,9.559.132.504.976.430,34.795.366.842.738.200,289.25,485.5,22.0
TDF,500.0,20.98,0.41,9.488.162.798.247.300,19.598.804.262.958.500,-7.51,-42.24,-7.24
TDG,282.0,12.8,0.34,6.570.490.519.293.290,23.165.674.173.944.300,8.55,-10.79,31.62
TDH,-2557.0,-1.12,3.7,-41.003.524.484.864.300,-3.306.763.808.732.600,-59.51,24.19,-47.32
TDI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TDM,1887.0,26.39,2.18,6.760.282.857.905.200,8.117.175.846.585.100,2.22,6.98,16.14
TDP,1203.0,27.27,2.82,24.927.706.219.525.600,9.603.566.462.424.960,14.88,13.56,7.5
TDS,43.0,239.83,0.59,14.306.175.762.002.600,2.444.774.517.801.190,7.18,-17.1,-14.17
TDT,613.0,11.91,0.62,23.812.481.019.360.100,5.241.703.972.376.850,15.64,17.66,5.1
TDW,6655.0,7.68,1.79,10.017.812.984.876.000,232.885.263.902.522,2.77,0.98,21.07
TEC,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TED,5114.0,11.15,1.98,677.244.608.542.625,24.251.825.609.611.400,-7.96,-7.3,3.91
TEG,69.0,102.89,0.58,33.283.297.921.800.400,39.026.191.176.791.200,-8.22,-44.68,48.67
TEL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TET,862.0,35.94,1.54,4.134.163.386.421.090,42.760.792.029.321.200,-1.86,-27.44,-1.46
TFC,9072.0,5.21,2.1,16.202.444.167.880.700,4.032.940.071.323.300,16.04,96.31,37.99
TGG,-499.0,-4.61,0.35,-5.612.937.665.693.060,-9.313.691.349.326.390,6816.38,3388.47,-35.93
TGP,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TH1,1665.0,1.92,1.4,29.034.032.307.631.800,7.269.333.940.606.570,79.75,170.8,36.55
THA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
THB,334.0,34.47,0.89,13.758.818.770.654.100,25.827.706.163.462.400,08.03,2.5,-12.79
THD,217.0,163.53,3.17,1.874.145.482.243.280,1.937.880.875.078.420,-47.94,-27.2,-33.99
THG,5725.0,8.65,1.7,6.573.378.622.423.810,18.928.553.931.754.700,11.83,15.82,17.53
THI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
THM,566.0,12.55,0.67,3.698.569.239.938.770,5.015.755.233.116.970,69.18,22.86,0.1
THN,1895.0,2.69,0.39,9.021.865.618.675.890,14.621.523.078.656.900,6.44,-1.33,0.1
THP,742.0,11.19,0.5,12.076.410.074.822.700,44.584.232.070.540.200,7.56,14.33,-13.12
THR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
THS,460.0,18.68,0.59,10.398.357.387.570.100,3.149.720.941.043.610,18.41,-0.2,57.85
THT,2154.0,5.71,0.76,30.770.635.941.834.400,13.261.976.721.918.200,-1.43,-13.66,6.71
THU,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
THV,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
THW,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TID,1603.0,14.85,1.12,2.439.209.215.326.240,1.039.196.326.851.700,36.88,16.63,16.16
TIE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TIG,735.0,18.1,1.42,3.424.213.653.168.450,7.733.797.860.343.920,21.64,73.49,-1.0
TIN,-2002.0,-7.14,1.4,-18.623.136.311.782.800,-163.494.446.793.277,0.0,0.0,19.18
TIP,2808.0,7.59,0.76,8.763.751.120.255.150,10.295.860.478.107.900,6.41,12.08,7.55
TIS,-29.0,-208.13,0.71,-45.076.860.640.211.500,-2.959.266.047.683.090,11.23,101.48,1.33
TIX,3505.0,10.83,1.35,867.561.432.577.985,12.468.844.162.561.200,4.19,-3.56,-0.15
TJC,251.0,72.24,0.89,12.086.901.790.650.600,12.258.891.228.601.800,-94.89,-79.14,-9.74
TKA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TKC,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TKG,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TKSC,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TKU,1280.0,12.03,1.31,5.840.347.278.225.270,1.086.612.162.236.420,5.99,248.95,28.56
TL4,132.0,53.19,0.56,31.930.469.844.154.400,9.430.996.724.727.090,-56.05,-44.59,-10.78
TLC,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TLD,243.0,24.37,0.56,1.798.176.362.340.910,23.100.728.929.830.000,72.64,105.54,4.42
TLG,5807.0,11.35,2.43,1.369.815.305.296.490,19.606.015.282.048.000,8.57,10.77,19.62
TLH,-5217.0,-0.88,0.41,-15.202.314.290.738.300,-4.750.756.378.307.620,2.4,-291.29,-4.75
TLI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TLP,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TLT,1791.0,7.54,01.02,37.073.592.654.944.200,13.484.080.953.215.600,9.33,24.24,1.74
TMB,9583.0,7.92,1.44,36.170.339.624.861.500,181.784.926.200.398,12.41,0.54,0.78
TMC,808.0,10.76,0.56,2.972.856.405.318.690,5.169.565.905.836.760,-2.0,07.09,-1.71
TMG,3065.0,16.38,3.59,9.841.251.522.975.980,21.948.249.855.121.700,19.83,16.29,17.21
TMP,5004.0,13.89,3.16,17.534.969.032.515.500,2.305.816.995.835.230,-10.59,-18.04,-5.61
TMS,1193.0,35.2,1.36,21.621.298.691.436.200,3.518.222.339.352.330,38.96,33.44,12.92
TMT,-8554.0,-1.15,2.96,-21.523.637.945.514.700,-2.573.040.658.907.450,-11.77,-143.61,-32.45
TMW,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TMX,214.0,46.32,0.66,938.883.810.326.928,14.320.605.124.561.800,-3.94,11.16,-2.38
TN1,1011.0,10.73,0.65,24.720.239.218.501.700,57.786.696.128.182.200,-1.39,-4.13,26.98
TNA,-1243.0,-2.98,0.36,-29.629.735.944.893.200,-12.304.551.917.293.600,-73.41,-75.82,-10.54
TNB,134.0,79.4,0.84,3.997.391.870.221.830,10.636.578.115.912.800,-3.88,-7.02,18.43
TNC,2132.0,15.27,1.84,10.980.598.176.926.500,12.039.157.430.902.700,10.54,80.86,1.92
TNG,2702.0,9.33,1.63,5.431.963.760.819.320,16.675.905.595.446.200,09.03,20.13,11.13
TNH,434.0,42.36,1.43,1.926.133.613.496.930,26.467.715.360.195.700,-16.69,-43.23,19.52
TNI,-528.0,-4.22,0.23,-29.787.424.484.615.200,-5.509.028.891.781.900,30.38,-48.73,2.91
TNM,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TNP,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TNS,2395.0,2.34,1.43,10.633.265.514.660.600,6.112.699.029.283.840,130.72,270.55,13.0
TNT,7.0,604.62,0.35,-11.319.770.755.108.000,-12.048.754.840.407.300,44.03,-44.59,-58.56
TNV,189.0,47.09,0.97,15.068.015.208.961.500,2.062.556.267.204.540,3.49,12.69,5.14
TNW,-326.0,-32.82,0.85,-6.302.620.692.931.100,-25.796.165.906.957.100,3.83,2.19,-4.11
TNY,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ToanCau,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TOP,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TOS,14230.0,5.17,1.47,8.848.014.120.460.640,31.576.579.081.939.000,151.55,89.03,56.36
TOT,2800.0,6.25,1.19,10.103.449.294.887.300,17.075.563.254.128.700,2.7,-3.02,24.58
TOW,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TPB,2616.0,6.36,1.17,14.529.096.900.502.100,16.154.666.997.336.500,0.0,0.0,17.21
TPC,529.0,14.57,0.58,2.457.623.735.559.720,398.037.270.362.202,-23.01,157.45,4.86
TPH,677.0,22.76,1.28,2.780.483.196.609.490,5.621.774.695.975.560,-4.43,-2.65,2.15
TPP,924.0,11.25,0.84,1.726.986.758.155.540,748.696.557.106.315,26.62,23.46,22.32
TPS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TQN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TQW,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TR1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TRA,5767.0,13.61,02.01,11.866.375.610.477.200,15.930.237.013.631.400,1.64,-0.68,2.12
TRC,7602.0,07.08,0.83,10.092.637.347.537.300,11.796.407.833.954.500,33.75,135.9,9.89
TRI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TRS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TRT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TS3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TS4,-268.0,-4.48,-0.04,-14.900.204.698.965.400,0.0,-90.31,-99.82,-2.58
TS5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TSA,678.0,17.27,01.03,36.862.867.265.609.400,5.982.586.936.145.310,76.77,37.32,9.93
TSB,773.0,55.62,3.61,44.736.375.789.781.600,6.485.391.743.978.090,15.56,21.86,07.02
TSC,5.0,464.29,0.19,102.113.243.630.216,12.187.176.859.410.600,32.1,56.28,-1.16
TSD,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TSG,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TSJ,1092.0,32.77,3.12,9.161.757.216.932.150,9.512.649.405.125.100,2.52,-9.59,01.03
TSM,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TSS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TST,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TT6,715.0,12.59,0.8,3.136.173.639.514.810,6.389.669.898.336.010,17.6,34.18,22.11
TTA,1345.0,9.29,0.98,53.868.715.244.285.500,10.514.876.833.360.200,12.0,15.14,-2.96
TTB,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TTC,525.0,19.82,0.53,1.936.353.279.058.060,2.678.436.795.090.690,-24.2,-22.82,-13.88
TTD,5419.0,13.01,3.38,214.601.669.642.012,2.600.312.286.318.930,5.0,3.59,2.31
TTE,-818.0,-46.27,3.81,-25.444.900.528.890.900,-8.170.130.103.927.630,-14.47,-24.38,-27.26
TTF,30.0,100.11,03.07,4.041.813.742.492.880,2.795.606.823.048.670,-21.54,-44.56,-1.41
TTG,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TTH,-339.0,-8.26,0.25,-19.603.901.742.437.900,-30.775.318.199.180.400,1.72,-78.43,-1.67
TTJ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TTL,-187.0,-62.57,0.78,814.625.745.638.338,3.556.648.910.522.580,14.01,-23.65,-2.39
TTN,1651.0,14.11,1.8,10.511.495.258.106.400,12.788.781.634.179.300,-0.71,50.19,9.1
TTP,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TTR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TTS,221.0,19.01,0.7,8.709.049.508.349.920,3.668.043.696.298.250,27.96,-5.87,7.97
TTT,4742.0,6.75,0.33,5.809.977.529.260.020,61.195.117.217.725.400,-12.12,-31.93,-2.5
TTV,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TTZ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TUG,2957.0,6.16,0.83,9.776.702.072.983.910,13.492.261.803.085.300,5.58,7.91,7.8
TV1,3446.0,6.41,1.44,871.774.416.424.846,22.483.414.160.760.600,5.42,25.67,-9.05
TV2,958.0,34.86,1.72,29.321.090.048.602.000,49.418.414.451.228.400,25.9,-7.58,-10.35
TV3,1278.0,8.76,0.69,4.578.968.291.073.830,7.843.103.639.787.050,-7.88,-23.07,-6.42
TV4,1551.0,8.77,01.02,8.192.896.877.632.300,11.590.606.379.710.100,2.5,-14.49,0.17
TV6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TVA,-259.0,-30.52,0.55,-11.836.195.071.069.600,-18.125.339.235.945.700,6.94,6.84,-19.13
TVB,1125.0,7.45,0.82,1.071.860.546.803.320,10.981.798.622.100.500,29.32,18.13,16.9
TVC,2772.0,3.75,0.62,18.215.209.674.825.000,20.659.925.022.657.100,278.02,350.6,14.78
TVD,2098.0,5.15,0.72,3.776.023.768.395.690,1.394.086.332.219.130,-0.59,-16.85,17.55
TVFC,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TVG,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TVH,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TVM,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TVN,423.0,18.46,0.56,12.386.492.456.463.300,331.955.879.736.499,19.41,18.02,7.71
TVP,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TVS,1752.0,11.24,1.41,3.813.344.852.429.760,1.206.570.536.431.980,-13.73,-18.03,-45.41
TVSI,-260.0,0.0,0.0,-17.011.530.920.259.700,-21.344.199.997.770.600,-16.67,-27.58,0.2
TVT,1148.0,14.33,0.61,16.578.247.464.434.200,39.118.524.418.505.700,1.51,44.06,-8.29
TVU,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TVW,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TW3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TXM,-170.0,-27.22,0.29,-7.092.721.915.799.650,-10.783.397.178.817.700,112.69,43.12,23.18
TYA,2528.0,5.38,0.76,6.243.484.996.394.600,14.114.296.853.193.500,26.78,78.39,30.06
UCT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
UDC,-1104.0,-3.26,0.61,-54.220.174.312.943.200,-22.684.587.931.024.800,256.18,313.8,-1.71
UDJ,411.0,20.69,0.61,15.389.699.241.581.500,29.303.604.553.654.400,-48.99,-41.6,-15.44
UDL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
UEM,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
UIC,7178.0,5.55,0.69,7.955.195.518.051.350,12.392.013.787.764.200,21.12,25.46,26.48
UMC,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
UNI,21.0,350.2,0.7,6.563.760.252.272.720,2.009.549.160.376.830,-37.6,-42.64,1.17
UPC,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
UPH,231.0,44.17,0.87,7.931.706.354.391.060,1.978.905.438.373.700,-6.82,-6.64,4.0
USC,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
USD,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
UXC,-1062.0,-4.42,-1.88,-4.329.150.501.347.560,0.0,72.22,332.94,-8.72
V11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
V12,785.0,15.6,0.88,14.463.516.566.710.900,5.612.977.972.725.480,24.01,8.32,5.19
V15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
V21,-98.0,-67.34,0.66,-32.140.079.712.493.100,-974.133.366.440.137,10.8,6.6,13.13
VAB,1624.0,5.79,0.57,7.316.617.554.474.330,9.888.606.646.889.990,0.0,0.0,6.81
VAF,1514.0,9.24,01.02,53.211.263.570.670.700,11.026.312.782.330.200,21.83,12.35,62.29
VASS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
VAT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
VAV,7011.0,7.13,2.26,2.052.634.964.665.230,31.711.446.373.636.800,27.82,88.01,25.25
VBB,1835.0,05.01,0.75,5.532.041.093.236.070,10.354.206.554.080.200,0.0,0.0,17.79
VBC,3721.0,5.37,0.9,697.525.504.347.835,1.677.245.484.556.980,-6.01,-12.87,03.07
VBG,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
VBH,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
VC1,291.0,29.2,0.41,4.932.030.493.778.550,13.900.484.010.455.800,128.34,84.49,-0.18
VC2,817.0,11.75,0.71,1.984.040.300.409.560,595.179.643.217.993,13.31,17.29,0.62
VC3,560.0,49.07,2.45,2.142.131.854.257.160,46.552.016.057.987.600,-24.18,-33.08,-9.32
VC5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
VC6,2644.0,7.3,1.16,24.010.791.222.231.500,1.502.451.306.926.130,28.35,59.59,15.31
VC7,93.0,131.5,1.12,6.545.697.998.859.590,9.261.095.575.532.730,-21.29,-40.37,-0.18
VC9,47.0,99.41,1.24,9.446.854.759.790.890,1.244.360.154.662.630,-12.95,-36.72,-16.14
VCA,68.0,177.95,0.96,324.092.250.228.484,5.390.945.997.391.460,-21.29,-47.47,13.2
VCB,6053.0,15.07,2.56,0.0,1.701.537.439.589.060,0.0,0.0,13.36
VCC,307.0,29.01,0.79,5.973.905.087.076.720,27.169.995.150.894.900,-11.76,1.6,-4.1
VCE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
VCF,16797.0,12.5,2.95,1.794.010.274.207.800,23.561.883.997.020.600,8.66,-2.52,-6.39
VCFC,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
VCG,1661.0,10.93,0.98,3.935.857.354.608.940,10.395.638.067.639.800,1.33,69.03,-4.18
VCH,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
VCI,1822.0,18.22,1.84,34.246.685.104.229.300,7.035.465.262.784.630,49.47,40.41,54.11
VCM,1067.0,7.69,0.69,37.803.290.647.415.600,4.980.432.103.542.380,135.64,105.91,9.46
VCP,3748.0,7.15,01.09,7.093.308.058.962.920,16.591.096.618.825.600,131.33,59.19,6.52
VCR,-104.0,-227.01,3.13,-4.212.146.936.216.310,-13.793.547.956.335.600,-90.58,-92.4,4.59
VCS,5045.0,12.59,1.99,12.477.775.886.857.000,15.796.122.821.442.300,-0.73,-3.51,0.0
VCT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
VCV,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
VCW,-1247.0,-24.85,1.93,-24.189.672.936.970.600,-7.758.925.197.108.730,3.64,-21.41,5.16
VCX,847.0,11.33,01.06,38.001.568.001.065.500,9.398.292.958.068.400,4.48,110.15,-0.21
VDB,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
VDG,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
VDL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
VDM,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
VDN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
VDP,3564.0,10.38,01.08,6.444.963.313.990.950,9.529.805.455.884.690,-6.98,-9.35,2.44
VDS,1276.0,16.39,1.81,45.537.087.851.191.400,10.372.133.756.572.200,27.86,-9.17,20.25
VDSE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
VDT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
VE1,93.0,36.56,0.75,18.861.579.581.846.100,20.430.552.249.786.100,-21.06,388.63,04.03
VE2,-654.0,-15.29,9.44,-25.382.633.603.756.100,-6.171.077.087.081.670,-65.25,68.78,-2.24
VE3,263.0,33.49,0.6,17.918.078.499.862.900,17.900.850.521.529.400,91.36,41.6,55.28
VE4,491.0,528.82,26.83,8.130.302.811.768.420,5.072.681.234.559.250,-20.59,66.94,-22.82
VE8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
VE9,-71.0,-25.41,2.67,-4.791.769.258.153.610,-10.490.702.595.631.100,-92.47,-100.71,-2.49
VEA,5536.0,7.19,02.02,26.927.807.207.361.000,2.828.610.821.042.010,8.21,38.22,1.57
VEC,-175.0,-48.6,0.68,-1.277.495.265.650.020,-17.636.300.825.574.100,-29.53,-14.86,-10.66
VEE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
VEF,4194.0,40.98,7.59,7.103.007.575.805.630,18.511.716.458.856.600,-48.48,-186.58,903.97
VES,118.0,11.85,0.91,55.104.467.610.847.200,7.695.706.442.113.730,-5.26,-6.78,9.99
VET,-2381.0,-7.94,01.09,-44.265.815.112.956.800,-1.269.189.295.103.220,-10.03,-7.66,-4.16
VFC,749.0,137.56,4.86,23.980.452.311.422.800,35.409.788.835.892.900,-8.57,-15.91,-1.54
VFG,11255.0,7.21,2.11,18.866.438.601.175.000,29.317.870.414.481.700,7.21,16.95,-15.32
VFR,1787.0,6.16,0.53,711.900.799.245.561,8.582.577.032.638.250,25.51,96.99,17.33
VFS,1043.0,15.43,1.21,33.634.312.628.153.700,7.868.097.721.319.590,39.46,143.57,96.26
VGC,2464.0,18.24,02.03,47.892.087.773.042.200,11.951.092.560.709.600,-9.71,-0.14,03.08
VGG,7929.0,5.6,0.9,6.848.952.148.960.290,16.634.564.257.071.600,13.33,28.61,6.65
VGI,1851.0,49.54,7.78,11.332.447.021.231.300,20.038.690.417.951.000,25.35,26.6,20.88
VGL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
VGP,2185.0,14.65,01.07,3.571.548.551.606.040,7.283.388.449.496.080,-15.38,66.16,-25.4
VGR,5387.0,11.14,3.8,2.856.499.729.430.510,34.104.880.867.936.600,22.05,21.8,-5.7
VGS,2025.0,15.46,1.61,47.071.702.706.220.200,10.130.221.208.052.300,-3.09,16.28,-4.63
VGT,745.0,19.61,0.79,3.580.594.474.447.730,7.374.538.086.982.090,5.44,55.63,0.32
VGV,1228.0,26.47,2.41,461.645.618.594.105,11.012.204.311.538.200,18.38,20.47,3.26
VHC,5522.0,12.78,1.76,1.070.084.285.929.940,14.560.886.917.100.700,24.94,26.68,2.57
VHD,-4687.0,-1.92,05.04,-4.281.434.755.169.370,-26.228.443.156.798.300,-37.29,-24.36,-16.39
VHE,56.0,53.57,0.28,3.856.589.181.082.020,5.316.055.261.724.000,38.7,23.48,19.8
VHF,232.0,78.55,1.71,14.028.269.389.176.900,21.777.344.764.465.100,-13.6,-21.49,6.81
VHG,-18.0,-101.98,1.98,-1.793.502.653.665.490,-19.418.531.536.659.000,0.0,0.0,-1.76
